rank,ligand_id,label,score
1875,abl1_decoy_005378,0,-1.09
1876,abl1_decoy_008607,0,-1.09
1877,abl1_decoy_000512,0,-1.09
1878,abl1_decoy_005097,0,-1.09
1879,abl1_decoy_010320,0,-1.09
1880,abl1_decoy_004973,0,-1.09
1881,abl1_decoy_008004,0,-1.09
1882,abl1_decoy_009507,0,-1.09
1883,abl1_decoy_010094,0,-1.09
1884,abl1_decoy_008001,0,-1.1
1885,abl1_decoy_009261,0,-1.1
1886,abl1_decoy_007859,0,-1.1
1887,abl1_decoy_005272,0,-1.1
1888,abl1_decoy_003698,0,-1.1
1889,abl1_decoy_010411,0,-1.1
1890,abl1_decoy_000225,0,-1.1
1891,abl1_decoy_008989,0,-1.1
1892,abl1_decoy_005866,0,-1.1
1893,abl1_decoy_005241,0,-1.1
1894,abl1_decoy_000751,0,-1.1
1895,abl1_decoy_007136,0,-1.1
1896,abl1_decoy_009223,0,-1.1
1897,abl1_decoy_001745,0,-1.1
1898,abl1_decoy_002341,0,-1.1
1899,abl1_decoy_000429,0,-1.1
1900,abl1_decoy_003024,0,-1.1
1901,abl1_decoy_010457,0,-1.1
1902,abl1_decoy_009467,0,-1.1
1903,abl1_decoy_001806,0,-1.1
1904,abl1_decoy_003280,0,-1.1
1905,abl1_decoy_009884,0,-1.1
1906,abl1_decoy_001814,0,-1.1
1907,abl1_active_000094,1,-1.1
1908,abl1_decoy_001660,0,-1.1
1909,abl1_decoy_008632,0,-1.1
1910,abl1_decoy_001852,0,-1.1
1911,abl1_decoy_010487,0,-1.1
1912,abl1_decoy_010313,0,-1.1
1913,abl1_decoy_000569,0,-1.1
1914,abl1_decoy_003979,0,-1.1
1915,abl1_decoy_002509,0,-1.1
1916,abl1_decoy_005347,0,-1.11
1917,abl1_decoy_002792,0,-1.11
1918,abl1_decoy_005899,0,-1.11
1919,abl1_decoy_001925,0,-1.11
1920,abl1_decoy_004998,0,-1.11
1921,abl1_decoy_009255,0,-1.11
1922,abl1_decoy_003422,0,-1.11
1923,abl1_decoy_008121,0,-1.11
1924,abl1_decoy_005352,0,-1.11
1925,abl1_decoy_007795,0,-1.11
1926,abl1_decoy_008638,0,-1.11
1927,abl1_decoy_007583,0,-1.11
1928,abl1_active_000257,1,-1.11
1929,abl1_decoy_007886,0,-1.11
1930,abl1_decoy_006912,0,-1.11
1931,abl1_decoy_000526,0,-1.11
1932,abl1_decoy_007477,0,-1.11
1933,abl1_decoy_007417,0,-1.11
1934,abl1_decoy_008221,0,-1.11
1935,abl1_decoy_010634,0,-1.11
1936,abl1_decoy_003416,0,-1.11
1937,abl1_decoy_001338,0,-1.11
1938,abl1_decoy_002720,0,-1.11
1939,abl1_decoy_001144,0,-1.12
1940,abl1_decoy_010884,0,-1.12
1941,abl1_decoy_006002,0,-1.12
1942,abl1_decoy_003088,0,-1.12
1943,abl1_decoy_004779,0,-1.12
1944,abl1_decoy_009169,0,-1.12
1945,abl1_decoy_004722,0,-1.12
1946,abl1_decoy_002364,0,-1.12
1947,abl1_decoy_001211,0,-1.12
1948,abl1_decoy_006280,0,-1.12
1949,abl1_decoy_007642,0,-1.12
1950,abl1_decoy_009225,0,-1.12
1951,abl1_decoy_002819,0,-1.12
1952,abl1_decoy_005547,0,-1.12
1953,abl1_decoy_001108,0,-1.12
1954,abl1_decoy_004158,0,-1.12
1955,abl1_decoy_009221,0,-1.12
1956,abl1_decoy_006076,0,-1.13
1957,abl1_decoy_007924,0,-1.13
1958,abl1_decoy_004221,0,-1.13
1959,abl1_decoy_010853,0,-1.13
1960,abl1_decoy_006068,0,-1.13
1961,abl1_decoy_002427,0,-1.13
1962,abl1_decoy_004586,0,-1.13
1963,abl1_decoy_000029,0,-1.13
1964,abl1_decoy_002347,0,-1.13
1965,abl1_decoy_001807,0,-1.13
1966,abl1_decoy_009089,0,-1.13
1967,abl1_decoy_008246,0,-1.13
1968,abl1_decoy_005201,0,-1.13
1969,abl1_decoy_001611,0,-1.13
1970,abl1_decoy_005052,0,-1.13
1971,abl1_decoy_009656,0,-1.13
1972,abl1_decoy_007523,0,-1.13
1973,abl1_decoy_009671,0,-1.13
1974,abl1_decoy_009145,0,-1.13
1975,abl1_active_000169,1,-1.13
1976,abl1_decoy_006822,0,-1.13
1977,abl1_decoy_000655,0,-1.13
1978,abl1_decoy_007440,0,-1.13
1979,abl1_decoy_007714,0,-1.13
1980,abl1_active_000224,1,-1.13
1981,abl1_decoy_009041,0,-1.14
1982,abl1_active_000080,1,-1.14
1983,abl1_decoy_004947,0,-1.14
1984,abl1_decoy_001185,0,-1.14
1985,abl1_decoy_001059,0,-1.14
1986,abl1_decoy_008516,0,-1.14
1987,abl1_decoy_002588,0,-1.14
1988,abl1_active_000067,1,-1.14
1989,abl1_decoy_009839,0,-1.14
1990,abl1_decoy_010809,0,-1.14
1991,abl1_decoy_007650,0,-1.14
1992,abl1_decoy_010294,0,-1.14
1993,abl1_decoy_004773,0,-1.14
1994,abl1_decoy_003380,0,-1.14
1995,abl1_decoy_003334,0,-1.14
1996,abl1_decoy_000899,0,-1.14
1997,abl1_decoy_003323,0,-1.14
1998,abl1_decoy_000835,0,-1.14
1999,abl1_decoy_008593,0,-1.14
2000,abl1_decoy_001590,0,-1.14
2001,abl1_decoy_006730,0,-1.14
2002,abl1_decoy_000879,0,-1.14
2003,abl1_decoy_006815,0,-1.14
2004,abl1_decoy_003386,0,-1.14
2005,abl1_decoy_009867,0,-1.14
2006,abl1_decoy_002059,0,-1.14
2007,abl1_decoy_009825,0,-1.14
2008,abl1_decoy_003628,0,-1.14
2009,abl1_decoy_002728,0,-1.14
2010,abl1_decoy_007031,0,-1.14
2011,abl1_decoy_005494,0,-1.14
2012,abl1_decoy_008586,0,-1.14
2013,abl1_decoy_008960,0,-1.14
2014,abl1_decoy_000724,0,-1.15
2015,abl1_decoy_000268,0,-1.15
2016,abl1_decoy_000888,0,-1.15
2017,abl1_decoy_009874,0,-1.15
2018,abl1_decoy_008487,0,-1.15
2019,abl1_decoy_005818,0,-1.15
2020,abl1_decoy_002708,0,-1.15
2021,abl1_decoy_004790,0,-1.15
2022,abl1_decoy_006010,0,-1.15
2023,abl1_decoy_007935,0,-1.15
2024,abl1_decoy_006991,0,-1.15
2025,abl1_decoy_004551,0,-1.15
2026,abl1_decoy_005845,0,-1.15
2027,abl1_decoy_001928,0,-1.15
2028,abl1_decoy_010619,0,-1.15
2029,abl1_decoy_000780,0,-1.15
2030,abl1_decoy_000312,0,-1.15
2031,abl1_decoy_001242,0,-1.15
2032,abl1_active_000111,1,-1.16
2033,abl1_decoy_002670,0,-1.16
2034,abl1_active_000232,1,-1.16
2035,abl1_decoy_004797,0,-1.16
2036,abl1_decoy_005077,0,-1.16
2037,abl1_decoy_005337,0,-1.16
2038,abl1_decoy_003360,0,-1.16
2039,abl1_active_000295,1,-1.16
2040,abl1_decoy_001017,0,-1.16
2041,abl1_decoy_006019,0,-1.16
2042,abl1_decoy_003085,0,-1.16
2043,abl1_decoy_007057,0,-1.16
2044,abl1_decoy_007081,0,-1.16
2045,abl1_decoy_003300,0,-1.16
2046,abl1_decoy_008183,0,-1.16
2047,abl1_decoy_007285,0,-1.16
2048,abl1_decoy_005180,0,-1.16
2049,abl1_decoy_006046,0,-1.16
2050,abl1_decoy_003352,0,-1.16
2051,abl1_decoy_005737,0,-1.16
2052,abl1_decoy_001689,0,-1.16
2053,abl1_decoy_005034,0,-1.16
2054,abl1_decoy_001333,0,-1.16
2055,abl1_decoy_003405,0,-1.16
2056,abl1_decoy_007695,0,-1.16
2057,abl1_decoy_005351,0,-1.16
2058,abl1_decoy_005490,0,-1.16
2059,abl1_decoy_005732,0,-1.17
2060,abl1_decoy_000548,0,-1.17
2061,abl1_decoy_000922,0,-1.17
2062,abl1_active_000267,1,-1.17
2063,abl1_decoy_003200,0,-1.17
2064,abl1_decoy_005189,0,-1.17
2065,abl1_decoy_004273,0,-1.17
2066,abl1_decoy_002673,0,-1.17
2067,abl1_decoy_000664,0,-1.17
2068,abl1_decoy_001240,0,-1.17
2069,abl1_decoy_010276,0,-1.17
2070,abl1_decoy_008763,0,-1.17
2071,abl1_decoy_006041,0,-1.17
2072,abl1_decoy_006153,0,-1.17
2073,abl1_active_000212,1,-1.17
2074,abl1_decoy_008240,0,-1.17
2075,abl1_active_000243,1,-1.17
2076,abl1_decoy_002103,0,-1.17
2077,abl1_decoy_007001,0,-1.17
2078,abl1_decoy_002854,0,-1.17
2079,abl1_decoy_000168,0,-1.17
2080,abl1_decoy_002055,0,-1.17
2081,abl1_decoy_005164,0,-1.17
2082,abl1_decoy_010753,0,-1.17
2083,abl1_decoy_002559,0,-1.17
2084,abl1_decoy_006950,0,-1.18
2085,abl1_decoy_008230,0,-1.18
2086,abl1_decoy_007577,0,-1.18
2087,abl1_decoy_007015,0,-1.18
2088,abl1_decoy_006926,0,-1.18
2089,abl1_decoy_004854,0,-1.18
2090,abl1_decoy_007297,0,-1.18
2091,abl1_decoy_000520,0,-1.18
2092,abl1_decoy_006931,0,-1.18
2093,abl1_decoy_005383,0,-1.18
2094,abl1_decoy_010725,0,-1.18
2095,abl1_decoy_006968,0,-1.18
2096,abl1_decoy_005023,0,-1.18
2097,abl1_decoy_008832,0,-1.18
2098,abl1_active_000126,1,-1.18
2099,abl1_decoy_007484,0,-1.18
2100,abl1_decoy_000127,0,-1.18
2101,abl1_decoy_006485,0,-1.18
2102,abl1_decoy_000937,0,-1.18
2103,abl1_decoy_001658,0,-1.18
2104,abl1_decoy_000107,0,-1.18
2105,abl1_decoy_005697,0,-1.18
2106,abl1_decoy_000913,0,-1.18
2107,abl1_decoy_006989,0,-1.19
2108,abl1_decoy_006043,0,-1.19
2109,abl1_decoy_003428,0,-1.19
2110,abl1_decoy_006402,0,-1.19
2111,abl1_decoy_010744,0,-1.19
2112,abl1_decoy_006025,0,-1.19
2113,abl1_decoy_002489,0,-1.19
2114,abl1_decoy_007120,0,-1.19
2115,abl1_decoy_000280,0,-1.19
2116,abl1_decoy_010306,0,-1.19
2117,abl1_active_000218,1,-1.19
2118,abl1_decoy_005948,0,-1.19
2119,abl1_decoy_009434,0,-1.19
2120,abl1_decoy_003126,0,-1.19
2121,abl1_decoy_003987,0,-1.19
2122,abl1_decoy_007819,0,-1.19
2123,abl1_decoy_007084,0,-1.19
2124,abl1_decoy_005188,0,-1.19
2125,abl1_decoy_007734,0,-1.19
2126,abl1_decoy_009761,0,-1.19
2127,abl1_decoy_004169,0,-1.19
2128,abl1_decoy_008872,0,-1.19
2129,abl1_decoy_009856,0,-1.19
2130,abl1_decoy_004056,0,-1.19
2131,abl1_decoy_002943,0,-1.19
2132,abl1_decoy_000719,0,-1.19
2133,abl1_decoy_010161,0,-1.19
2134,abl1_decoy_006131,0,-1.19
2135,abl1_decoy_006897,0,-1.2
2136,abl1_decoy_001471,0,-1.2
2137,abl1_decoy_005439,0,-1.2
2138,abl1_decoy_008492,0,-1.2
2139,abl1_active_000059,1,-1.2
2140,abl1_decoy_002267,0,-1.2
2141,abl1_active_000093,1,-1.2
2142,abl1_decoy_002210,0,-1.2
2143,abl1_decoy_005558,0,-1.2
2144,abl1_decoy_005389,0,-1.2
2145,abl1_decoy_004405,0,-1.2
2146,abl1_decoy_010674,0,-1.2
2147,abl1_decoy_002344,0,-1.2
2148,abl1_decoy_001575,0,-1.2
2149,abl1_decoy_001026,0,-1.2
2150,abl1_active_000213,1,-1.2
2151,abl1_decoy_007872,0,-1.2
2152,abl1_decoy_007640,0,-1.21
2153,abl1_decoy_002162,0,-1.21
2154,abl1_decoy_009284,0,-1.21
2155,abl1_decoy_009002,0,-1.21
2156,abl1_decoy_004822,0,-1.21
2157,abl1_decoy_007451,0,-1.21
2158,abl1_decoy_006606,0,-1.21
2159,abl1_decoy_006917,0,-1.21
2160,abl1_decoy_002718,0,-1.21
2161,abl1_decoy_005314,0,-1.21
2162,abl1_decoy_007247,0,-1.21
2163,abl1_decoy_000028,0,-1.21
2164,abl1_decoy_006993,0,-1.21
2165,abl1_decoy_000285,0,-1.21
2166,abl1_decoy_004632,0,-1.21
2167,abl1_decoy_001923,0,-1.21
2168,abl1_decoy_006362,0,-1.21
2169,abl1_decoy_007037,0,-1.21
2170,abl1_decoy_010305,0,-1.21
2171,abl1_decoy_002512,0,-1.21
2172,abl1_decoy_002709,0,-1.21
2173,abl1_decoy_002842,0,-1.21
2174,abl1_decoy_004268,0,-1.21
2175,abl1_decoy_010119,0,-1.21
2176,abl1_decoy_005531,0,-1.21
2177,abl1_decoy_006212,0,-1.21
2178,abl1_decoy_000560,0,-1.21
2179,abl1_decoy_007999,0,-1.21
2180,abl1_decoy_008201,0,-1.21
2181,abl1_decoy_005182,0,-1.21
2182,abl1_decoy_003010,0,-1.21
2183,abl1_decoy_001468,0,-1.22
2184,abl1_decoy_008676,0,-1.22
2185,abl1_decoy_001538,0,-1.22
2186,abl1_decoy_000985,0,-1.22
2187,abl1_decoy_007050,0,-1.22
2188,abl1_decoy_002830,0,-1.22
2189,abl1_decoy_008077,0,-1.22
2190,abl1_decoy_001389,0,-1.22
2191,abl1_decoy_000772,0,-1.22
2192,abl1_decoy_001171,0,-1.22
2193,abl1_decoy_003115,0,-1.22
2194,abl1_decoy_001784,0,-1.22
2195,abl1_decoy_006389,0,-1.22
2196,abl1_decoy_000830,0,-1.22
2197,abl1_decoy_004817,0,-1.22
2198,abl1_decoy_007760,0,-1.22
2199,abl1_decoy_006056,0,-1.22
2200,abl1_decoy_001830,0,-1.22
2201,abl1_decoy_005855,0,-1.23
2202,abl1_decoy_008748,0,-1.23
2203,abl1_decoy_000247,0,-1.23
2204,abl1_decoy_005436,0,-1.23
2205,abl1_decoy_000555,0,-1.23
2206,abl1_decoy_001010,0,-1.23
2207,abl1_decoy_000878,0,-1.23
2208,abl1_decoy_003269,0,-1.23
2209,abl1_decoy_000533,0,-1.23
2210,abl1_decoy_005988,0,-1.23
2211,abl1_decoy_003066,0,-1.23
2212,abl1_decoy_000914,0,-1.23
2213,abl1_decoy_000356,0,-1.23
2214,abl1_decoy_007923,0,-1.23
2215,abl1_active_000223,1,-1.23
2216,abl1_decoy_003562,0,-1.23
2217,abl1_decoy_005018,0,-1.23
2218,abl1_decoy_000117,0,-1.23
2219,abl1_decoy_004054,0,-1.23
2220,abl1_decoy_003423,0,-1.23
2221,abl1_decoy_000140,0,-1.23
2222,abl1_decoy_004450,0,-1.23
2223,abl1_decoy_004857,0,-1.23
2224,abl1_decoy_004920,0,-1.23
2225,abl1_decoy_000837,0,-1.23
2226,abl1_decoy_000306,0,-1.24
2227,abl1_decoy_006264,0,-1.24
2228,abl1_decoy_005343,0,-1.24
2229,abl1_decoy_005505,0,-1.24
2230,abl1_decoy_000757,0,-1.24
2231,abl1_decoy_000201,0,-1.24
2232,abl1_decoy_000300,0,-1.24
2233,abl1_decoy_004865,0,-1.24
2234,abl1_active_000016,1,-1.24
2235,abl1_decoy_007236,0,-1.24
2236,abl1_active_000072,1,-1.24
2237,abl1_decoy_002359,0,-1.24
2238,abl1_decoy_001985,0,-1.24
2239,abl1_decoy_004392,0,-1.24
2240,abl1_decoy_001416,0,-1.24
2241,abl1_decoy_010684,0,-1.24
2242,abl1_decoy_005473,0,-1.24
2243,abl1_decoy_007058,0,-1.24
2244,abl1_decoy_010279,0,-1.24
2245,abl1_decoy_005191,0,-1.24
2246,abl1_decoy_007856,0,-1.25
2247,abl1_decoy_007723,0,-1.25
2248,abl1_decoy_002514,0,-1.25
2249,abl1_decoy_005130,0,-1.25
2250,abl1_decoy_005393,0,-1.25
2251,abl1_decoy_008800,0,-1.25
2252,abl1_decoy_007289,0,-1.25
2253,abl1_decoy_009011,0,-1.25
2254,abl1_decoy_008357,0,-1.25
2255,abl1_decoy_007052,0,-1.25
2256,abl1_decoy_000849,0,-1.25
2257,abl1_decoy_003520,0,-1.25
2258,abl1_decoy_001212,0,-1.25
2259,abl1_active_000278,1,-1.25
2260,abl1_decoy_010478,0,-1.25
2261,abl1_decoy_003620,0,-1.25
2262,abl1_decoy_010745,0,-1.25
2263,abl1_decoy_007862,0,-1.25
2264,abl1_decoy_005529,0,-1.25
2265,abl1_decoy_002597,0,-1.25
2266,abl1_decoy_002076,0,-1.25
2267,abl1_decoy_003109,0,-1.25
2268,abl1_decoy_010081,0,-1.25
2269,abl1_decoy_002206,0,-1.25
2270,abl1_decoy_000689,0,-1.25
2271,abl1_decoy_006183,0,-1.25
2272,abl1_decoy_006091,0,-1.25
2273,abl1_decoy_010339,0,-1.25
2274,abl1_decoy_000660,0,-1.26
2275,abl1_decoy_006613,0,-1.26
2276,abl1_decoy_010309,0,-1.26
2277,abl1_decoy_007039,0,-1.26
2278,abl1_active_000290,1,-1.26
2279,abl1_decoy_007079,0,-1.26
2280,abl1_decoy_009204,0,-1.26
2281,abl1_decoy_007383,0,-1.26
2282,abl1_decoy_000368,0,-1.26
2283,abl1_decoy_006556,0,-1.26
2284,abl1_decoy_003782,0,-1.26
2285,abl1_decoy_000043,0,-1.26
2286,abl1_decoy_000269,0,-1.26
2287,abl1_active_000082,1,-1.26
2288,abl1_active_000106,1,-1.26
2289,abl1_decoy_001438,0,-1.26
2290,abl1_decoy_010231,0,-1.26
2291,abl1_decoy_001474,0,-1.26
2292,abl1_decoy_006048,0,-1.26
2293,abl1_active_000114,1,-1.26
2294,abl1_decoy_005037,0,-1.26
2295,abl1_decoy_002106,0,-1.26
2296,abl1_decoy_000624,0,-1.26
2297,abl1_decoy_005049,0,-1.26
2298,abl1_decoy_001942,0,-1.26
2299,abl1_decoy_006776,0,-1.26
2300,abl1_decoy_000145,0,-1.26
2301,abl1_decoy_000857,0,-1.26
2302,abl1_active_000065,1,-1.26
2303,abl1_decoy_000221,0,-1.26
2304,abl1_decoy_005382,0,-1.26
2305,abl1_decoy_002921,0,-1.26
2306,abl1_decoy_004783,0,-1.26
2307,abl1_decoy_001029,0,-1.26
2308,abl1_decoy_009476,0,-1.26
2309,abl1_decoy_004866,0,-1.26
2310,abl1_decoy_006385,0,-1.26
2311,abl1_decoy_007847,0,-1.26
2312,abl1_decoy_003193,0,-1.27
2313,abl1_decoy_006646,0,-1.27
2314,abl1_decoy_009990,0,-1.27
2315,abl1_decoy_004391,0,-1.27
2316,abl1_decoy_007831,0,-1.27
2317,abl1_decoy_004874,0,-1.27
2318,abl1_decoy_000250,0,-1.27
2319,abl1_decoy_005656,0,-1.27
2320,abl1_decoy_008551,0,-1.27
2321,abl1_decoy_001143,0,-1.27
2322,abl1_decoy_001608,0,-1.27
2323,abl1_decoy_000146,0,-1.27
2324,abl1_decoy_002264,0,-1.27
2325,abl1_decoy_003930,0,-1.27
2326,abl1_decoy_010086,0,-1.27
2327,abl1_decoy_006018,0,-1.27
2328,abl1_decoy_010723,0,-1.27
2329,abl1_decoy_007677,0,-1.27
2330,abl1_decoy_004212,0,-1.27
2331,abl1_decoy_008722,0,-1.27
2332,abl1_decoy_002074,0,-1.27
2333,abl1_decoy_002329,0,-1.27
2334,abl1_decoy_008352,0,-1.27
2335,abl1_decoy_008486,0,-1.27
2336,abl1_decoy_006808,0,-1.27
2337,abl1_decoy_002498,0,-1.27
2338,abl1_decoy_005821,0,-1.27
2339,abl1_decoy_004413,0,-1.27
2340,abl1_decoy_007815,0,-1.27
2341,abl1_decoy_002060,0,-1.27
2342,abl1_decoy_007083,0,-1.27
2343,abl1_decoy_002213,0,-1.27
2344,abl1_decoy_010647,0,-1.27
2345,abl1_decoy_002610,0,-1.27
2346,abl1_decoy_009553,0,-1.27
2347,abl1_decoy_008394,0,-1.27
2348,abl1_decoy_002250,0,-1.27
2349,abl1_decoy_006797,0,-1.27
2350,abl1_decoy_002463,0,-1.28
2351,abl1_decoy_005841,0,-1.28
2352,abl1_active_000087,1,-1.28
2353,abl1_decoy_000213,0,-1.28
2354,abl1_decoy_009295,0,-1.28
2355,abl1_decoy_007551,0,-1.28
2356,abl1_decoy_008465,0,-1.28
2357,abl1_decoy_003933,0,-1.28
2358,abl1_decoy_010646,0,-1.28
2359,abl1_decoy_000804,0,-1.28
2360,abl1_decoy_001682,0,-1.28
2361,abl1_decoy_006487,0,-1.28
2362,abl1_active_000062,1,-1.28
2363,abl1_decoy_004155,0,-1.28
2364,abl1_decoy_004784,0,-1.28
2365,abl1_decoy_004568,0,-1.28
2366,abl1_decoy_000480,0,-1.28
2367,abl1_decoy_010425,0,-1.28
2368,abl1_active_000174,1,-1.28
2369,abl1_decoy_006065,0,-1.28
2370,abl1_decoy_004343,0,-1.28
2371,abl1_decoy_010662,0,-1.28
2372,abl1_decoy_009568,0,-1.28
2373,abl1_decoy_005851,0,-1.28
2374,abl1_decoy_003555,0,-1.28
2375,abl1_decoy_007234,0,-1.28
2376,abl1_active_000128,1,-1.28
2377,abl1_decoy_000037,0,-1.29
2378,abl1_decoy_001444,0,-1.29
2379,abl1_decoy_001887,0,-1.29
2380,abl1_decoy_003945,0,-1.29
2381,abl1_active_000113,1,-1.29
2382,abl1_active_000158,1,-1.29
2383,abl1_decoy_005630,0,-1.29
2384,abl1_decoy_002176,0,-1.29
2385,abl1_decoy_002249,0,-1.29
2386,abl1_decoy_004036,0,-1.29
2387,abl1_decoy_005826,0,-1.29
2388,abl1_decoy_000852,0,-1.29
2389,abl1_decoy_000508,0,-1.29
2390,abl1_active_000270,1,-1.29
2391,abl1_decoy_002067,0,-1.29
2392,abl1_decoy_007559,0,-1.29
2393,abl1_decoy_009430,0,-1.29
2394,abl1_decoy_003251,0,-1.29
2395,abl1_decoy_006447,0,-1.29
2396,abl1_decoy_000918,0,-1.29
2397,abl1_decoy_006649,0,-1.29
2398,abl1_decoy_006790,0,-1.29
2399,abl1_decoy_002963,0,-1.29
2400,abl1_decoy_005168,0,-1.29
2401,abl1_decoy_002348,0,-1.29
2402,abl1_decoy_005275,0,-1.29
2403,abl1_decoy_007877,0,-1.29
2404,abl1_decoy_004373,0,-1.3
2405,abl1_decoy_003285,0,-1.3
2406,abl1_decoy_000665,0,-1.3
2407,abl1_decoy_003358,0,-1.3
2408,abl1_decoy_010232,0,-1.3
2409,abl1_decoy_001612,0,-1.3
2410,abl1_decoy_004192,0,-1.3
2411,abl1_decoy_005138,0,-1.3
2412,abl1_decoy_008366,0,-1.3
2413,abl1_decoy_008371,0,-1.3
2414,abl1_decoy_004986,0,-1.3
2415,abl1_decoy_004612,0,-1.3
2416,abl1_decoy_005854,0,-1.3
2417,abl1_decoy_002561,0,-1.3
2418,abl1_decoy_000066,0,-1.3
2419,abl1_decoy_003047,0,-1.3
2420,abl1_decoy_001523,0,-1.3
2421,abl1_decoy_008991,0,-1.3
2422,abl1_decoy_001833,0,-1.3
2423,abl1_decoy_010345,0,-1.3
2424,abl1_decoy_006732,0,-1.3
2425,abl1_decoy_005518,0,-1.3
2426,abl1_decoy_003182,0,-1.3
2427,abl1_decoy_009328,0,-1.3
2428,abl1_decoy_008243,0,-1.3
2429,abl1_decoy_008100,0,-1.3
2430,abl1_decoy_007772,0,-1.3
2431,abl1_decoy_002399,0,-1.3
2432,abl1_active_000151,1,-1.3
2433,abl1_decoy_000917,0,-1.31
2434,abl1_decoy_008078,0,-1.31
2435,abl1_decoy_002671,0,-1.31
2436,abl1_decoy_004565,0,-1.31
2437,abl1_decoy_003724,0,-1.31
2438,abl1_decoy_008819,0,-1.31
2439,abl1_active_000061,1,-1.31
2440,abl1_decoy_001678,0,-1.31
2441,abl1_decoy_000492,0,-1.31
2442,abl1_active_000217,1,-1.31
2443,abl1_decoy_004581,0,-1.31
2444,abl1_decoy_009453,0,-1.31
2445,abl1_decoy_001484,0,-1.31
2446,abl1_decoy_004660,0,-1.31
2447,abl1_decoy_006999,0,-1.31
2448,abl1_decoy_009682,0,-1.31
2449,abl1_decoy_010761,0,-1.31
2450,abl1_decoy_006821,0,-1.31
2451,abl1_decoy_004654,0,-1.31
2452,abl1_decoy_005332,0,-1.31
2453,abl1_decoy_003370,0,-1.31
2454,abl1_decoy_001558,0,-1.31
2455,abl1_decoy_007466,0,-1.31
2456,abl1_decoy_006862,0,-1.32
2457,abl1_decoy_003482,0,-1.32
2458,abl1_decoy_006114,0,-1.32
2459,abl1_decoy_002764,0,-1.32
2460,abl1_decoy_001312,0,-1.32
2461,abl1_decoy_005176,0,-1.32
2462,abl1_decoy_003016,0,-1.32
2463,abl1_decoy_004041,0,-1.32
2464,abl1_decoy_001555,0,-1.32
2465,abl1_decoy_002587,0,-1.32
2466,abl1_active_000189,1,-1.32
2467,abl1_decoy_000628,0,-1.32
2468,abl1_decoy_009841,0,-1.32
2469,abl1_decoy_007354,0,-1.32
2470,abl1_decoy_007835,0,-1.32
2471,abl1_decoy_008565,0,-1.32
2472,abl1_decoy_002814,0,-1.32
2473,abl1_decoy_001662,0,-1.32
2474,abl1_decoy_005487,0,-1.32
2475,abl1_decoy_002041,0,-1.32
2476,abl1_decoy_007682,0,-1.32
2477,abl1_decoy_004240,0,-1.32
2478,abl1_active_000144,1,-1.32
2479,abl1_decoy_000795,0,-1.32
2480,abl1_decoy_005738,0,-1.32
2481,abl1_active_000117,1,-1.32
2482,abl1_decoy_004074,0,-1.32
2483,abl1_decoy_000923,0,-1.32
2484,abl1_decoy_002691,0,-1.32
2485,abl1_decoy_002919,0,-1.32
2486,abl1_decoy_005610,0,-1.32
2487,abl1_decoy_009358,0,-1.32
2488,abl1_decoy_007087,0,-1.32
2489,abl1_decoy_004020,0,-1.33
2490,abl1_decoy_002410,0,-1.33
2491,abl1_decoy_005673,0,-1.33
2492,abl1_decoy_002645,0,-1.33
2493,abl1_decoy_005409,0,-1.33
2494,abl1_decoy_001226,0,-1.33
2495,abl1_decoy_004877,0,-1.33
2496,abl1_decoy_005202,0,-1.33
2497,abl1_decoy_009214,0,-1.33
2498,abl1_decoy_005344,0,-1.33
2499,abl1_decoy_000761,0,-1.33
2500,abl1_active_000175,1,-1.33
2501,abl1_decoy_005141,0,-1.33
2502,abl1_decoy_002752,0,-1.33
2503,abl1_decoy_001229,0,-1.33
2504,abl1_decoy_003067,0,-1.33
2505,abl1_decoy_000266,0,-1.33
2506,abl1_decoy_002915,0,-1.33
2507,abl1_decoy_009008,0,-1.33
2508,abl1_decoy_006130,0,-1.33
2509,abl1_decoy_006141,0,-1.33
2510,abl1_decoy_004578,0,-1.33
2511,abl1_decoy_004575,0,-1.33
2512,abl1_decoy_000307,0,-1.33
2513,abl1_decoy_000519,0,-1.33
2514,abl1_decoy_003691,0,-1.33
2515,abl1_decoy_007571,0,-1.33
2516,abl1_decoy_001072,0,-1.33
2517,abl1_decoy_007495,0,-1.33
2518,abl1_decoy_009719,0,-1.33
2519,abl1_decoy_000364,0,-1.33
2520,abl1_decoy_006969,0,-1.33
2521,abl1_decoy_006974,0,-1.33
2522,abl1_decoy_010802,0,-1.33
2523,abl1_decoy_003414,0,-1.33
2524,abl1_decoy_003361,0,-1.33
2525,abl1_decoy_008772,0,-1.33
2526,abl1_decoy_007071,0,-1.33
2527,abl1_decoy_008298,0,-1.33
2528,abl1_decoy_007508,0,-1.34
2529,abl1_decoy_002109,0,-1.34
2530,abl1_decoy_002104,0,-1.34
2531,abl1_decoy_000827,0,-1.34
2532,abl1_decoy_000621,0,-1.34
2533,abl1_decoy_005646,0,-1.34
2534,abl1_decoy_009931,0,-1.34
2535,abl1_decoy_003253,0,-1.34
2536,abl1_decoy_009454,0,-1.34
2537,abl1_decoy_005131,0,-1.34
2538,abl1_decoy_001623,0,-1.34
2539,abl1_decoy_007949,0,-1.34
2540,abl1_decoy_000033,0,-1.34
2541,abl1_decoy_004071,0,-1.34
2542,abl1_decoy_002331,0,-1.34
2543,abl1_decoy_010699,0,-1.34
