ligand_id,label,score,has_rank1,n_ranks,rank_used
abl1_decoy_002258,0,-2.22,1,10,1
abl1_decoy_002259,0,-2.54,1,10,1
abl1_decoy_002260,0,-2.58,1,10,1
abl1_decoy_002261,0,-1.89,1,10,1
abl1_decoy_002262,0,-1.47,1,10,1
abl1_decoy_002263,0,-1.44,1,10,1
abl1_decoy_002264,0,-1.27,1,10,1
abl1_decoy_002265,0,-2.96,1,10,1
abl1_decoy_002266,0,-3.49,1,10,1
abl1_decoy_002267,0,-1.2,1,10,1
abl1_decoy_002268,0,-3.79,1,10,1
abl1_decoy_002269,0,-2.23,1,10,1
abl1_decoy_002270,0,-1.37,1,10,1
abl1_decoy_002271,0,-3.14,1,10,1
abl1_decoy_002272,0,-5.01,1,10,1
abl1_decoy_002273,0,-2.89,1,10,1
abl1_decoy_002274,0,-3.64,1,10,1
abl1_decoy_002275,0,-3.02,1,10,1
abl1_decoy_002276,0,-2.6,1,10,1
abl1_decoy_002277,0,-1.94,1,10,1
abl1_decoy_002278,0,-1.97,1,10,1
abl1_decoy_002279,0,-2.1,1,10,1
abl1_decoy_002280,0,-3.14,1,10,1
abl1_decoy_002281,0,-1.69,1,10,1
abl1_decoy_002282,0,-2.55,1,10,1
abl1_decoy_002283,0,-1.98,1,10,1
abl1_decoy_002284,0,-3.72,1,10,1
abl1_decoy_002285,0,-2.85,1,10,1
abl1_decoy_002286,0,-0.82,1,10,1
abl1_decoy_002287,0,-3.01,1,10,1
abl1_decoy_002288,0,-2.86,1,10,1
abl1_decoy_002289,0,-2.21,1,10,1
abl1_decoy_002290,0,-3.65,1,10,1
abl1_decoy_002291,0,-2.25,1,10,1
abl1_decoy_002292,0,-3.54,1,10,1
abl1_decoy_002293,0,-2.3,1,10,1
abl1_decoy_002294,0,-0.74,1,10,1
abl1_decoy_002295,0,-1.81,1,10,1
abl1_decoy_002296,0,-3.15,1,10,1
abl1_decoy_002297,0,-2.76,1,10,1
abl1_decoy_002298,0,-3.98,1,10,1
abl1_decoy_002299,0,-2.2,1,10,1
abl1_decoy_002300,0,-3.25,1,10,1
abl1_decoy_002301,0,-1.92,1,10,1
abl1_decoy_002302,0,-1.38,1,10,1
abl1_decoy_002303,0,-2.39,1,10,1
abl1_decoy_002304,0,-1.88,1,10,1
abl1_decoy_002305,0,-2.24,1,10,1
abl1_decoy_002306,0,-1.73,1,10,1
abl1_decoy_002307,0,-2.84,1,10,1
abl1_decoy_002308,0,-2.02,1,10,1
abl1_decoy_002309,0,-2.94,1,10,1
abl1_decoy_002310,0,-1.86,1,10,1
abl1_decoy_002311,0,-1.0,1,10,1
abl1_decoy_002312,0,-2.03,1,10,1
abl1_decoy_002313,0,-1.54,1,10,1
abl1_decoy_002314,0,-3.02,1,10,1
abl1_decoy_002315,0,-1.82,1,10,1
abl1_decoy_002316,0,-1.83,1,10,1
abl1_decoy_002317,0,-4.12,1,10,1
abl1_decoy_002318,0,-2.03,1,10,1
abl1_decoy_002319,0,-2.54,1,10,1
abl1_decoy_002320,0,-1.73,1,10,1
abl1_decoy_002321,0,-2.56,1,10,1
abl1_decoy_002322,0,-2.23,1,10,1
abl1_decoy_002323,0,-3.5,1,10,1
abl1_decoy_002324,0,-2.84,1,10,1
abl1_decoy_002325,0,-0.77,1,10,1
abl1_decoy_002326,0,-2.63,1,10,1
abl1_decoy_002327,0,-2.25,1,10,1
abl1_decoy_002328,0,-2.45,1,10,1
abl1_decoy_002329,0,-1.27,1,10,1
abl1_decoy_002330,0,-1.42,1,10,1
abl1_decoy_002331,0,-1.34,1,10,1
abl1_decoy_002332,0,-2.58,1,10,1
abl1_decoy_002333,0,-2.52,1,10,1
abl1_decoy_002334,0,-1.48,1,10,1
abl1_decoy_002335,0,-1.67,1,10,1
abl1_decoy_002336,0,-2.08,1,10,1
abl1_decoy_002337,0,-2.14,1,10,1
abl1_decoy_002338,0,-2.69,1,10,1
abl1_decoy_002339,0,-2.28,1,10,1
abl1_decoy_002340,0,-1.86,1,10,1
abl1_decoy_002341,0,-1.1,1,10,1
abl1_decoy_002342,0,-1.94,1,10,1
abl1_decoy_002343,0,-2.44,1,10,1
abl1_decoy_002344,0,-1.2,1,10,1
abl1_decoy_002345,0,-1.91,1,10,1
abl1_decoy_002346,0,-5.53,1,10,1
abl1_decoy_002347,0,-1.13,1,10,1
abl1_decoy_002348,0,-1.29,1,10,1
abl1_decoy_002349,0,-2.22,1,10,1
abl1_decoy_002350,0,-2.01,1,10,1
abl1_decoy_002351,0,-2.02,1,10,1
abl1_decoy_002352,0,-2.96,1,10,1
abl1_decoy_002353,0,-2.44,1,10,1
abl1_decoy_002354,0,-2.84,1,10,1
abl1_decoy_002355,0,-0.88,1,10,1
abl1_decoy_002356,0,-0.44,1,10,1
abl1_decoy_002357,0,-1.46,1,10,1
abl1_decoy_002358,0,-1.77,1,10,1
abl1_decoy_002359,0,-1.24,1,10,1
abl1_decoy_002360,0,-1.7,1,10,1
abl1_decoy_002361,0,-1.48,1,10,1
abl1_decoy_002362,0,-1.95,1,10,1
abl1_decoy_002363,0,-2.47,1,10,1
abl1_decoy_002364,0,-1.12,1,10,1
abl1_decoy_002365,0,-1.71,1,10,1
abl1_decoy_002366,0,-1.66,1,10,1
abl1_decoy_002367,0,-2.31,1,10,1
abl1_decoy_002368,0,-1.99,1,10,1
abl1_decoy_002369,0,-1.54,1,10,1
abl1_decoy_002370,0,-3.53,1,10,1
abl1_decoy_002371,0,-1.43,1,10,1
abl1_decoy_002372,0,-1.93,1,10,1
abl1_decoy_002373,0,-2.11,1,10,1
abl1_decoy_002374,0,-3.27,1,10,1
abl1_decoy_002375,0,-1.77,1,10,1
abl1_decoy_002376,0,-1.46,1,10,1
abl1_decoy_002377,0,-2.04,1,10,1
abl1_decoy_002378,0,-1.93,1,10,1
abl1_decoy_002379,0,-2.46,1,10,1
abl1_decoy_002380,0,-2.59,1,10,1
abl1_decoy_002381,0,-2.87,1,10,1
abl1_decoy_002382,0,-2.71,1,10,1
abl1_decoy_002383,0,-1.96,1,10,1
abl1_decoy_002384,0,-1.73,1,10,1
abl1_decoy_002385,0,-1.9,1,10,1
abl1_decoy_002386,0,-2.92,1,10,1
abl1_decoy_002387,0,-1.74,1,10,1
abl1_decoy_002388,0,-2.72,1,10,1
abl1_decoy_002389,0,-2.71,1,10,1
abl1_decoy_002390,0,-2.23,1,10,1
abl1_decoy_002391,0,-1.5,1,10,1
abl1_decoy_002392,0,-2.85,1,10,1
abl1_decoy_002393,0,-2.44,1,10,1
abl1_decoy_002394,0,-1.66,1,10,1
abl1_decoy_002395,0,-2.2,1,10,1
abl1_decoy_002396,0,-2.15,1,10,1
abl1_decoy_002397,0,-2.18,1,10,1
abl1_decoy_002398,0,-3.02,1,10,1
abl1_decoy_002399,0,-1.3,1,10,1
abl1_decoy_002400,0,-2.58,1,10,1
abl1_decoy_002401,0,-1.44,1,10,1
abl1_decoy_002402,0,-1.83,1,10,1
abl1_decoy_002403,0,-1.99,1,10,1
abl1_decoy_002404,0,-1.36,1,10,1
abl1_decoy_002405,0,-2.22,1,10,1
abl1_decoy_002406,0,-2.82,1,10,1
abl1_decoy_002407,0,-2.82,1,10,1
abl1_decoy_002408,0,-1.91,1,10,1
abl1_decoy_002409,0,-2.66,1,10,1
abl1_decoy_002410,0,-1.33,1,10,1
abl1_decoy_002411,0,-1.9,1,10,1
abl1_decoy_002412,0,-2.86,1,10,1
abl1_decoy_002413,0,-1.81,1,10,1
abl1_decoy_002414,0,-1.8,1,10,1
abl1_decoy_002415,0,-3.01,1,10,1
abl1_decoy_002416,0,-3.83,1,10,1
abl1_decoy_002417,0,-3.27,1,10,1
abl1_decoy_002418,0,-2.68,1,10,1
abl1_decoy_002419,0,-2.36,1,10,1
abl1_decoy_002420,0,-2.06,1,10,1
abl1_decoy_002421,0,-1.81,1,10,1
abl1_decoy_002422,0,-2.35,1,10,1
abl1_decoy_002423,0,-1.61,1,10,1
abl1_decoy_002424,0,-1.55,1,10,1
abl1_decoy_002425,0,-2.25,1,10,1
abl1_decoy_002426,0,-2.29,1,10,1
abl1_decoy_002427,0,-1.13,1,10,1
abl1_decoy_002428,0,-2.39,1,10,1
abl1_decoy_002429,0,-1.5,1,10,1
abl1_decoy_002430,0,-2.52,1,10,1
abl1_decoy_002431,0,-2.71,1,10,1
abl1_decoy_002432,0,-2.77,1,10,1
abl1_decoy_002433,0,-1.56,1,10,1
abl1_decoy_002434,0,-2.27,1,10,1
abl1_decoy_002435,0,-2.83,1,10,1
abl1_decoy_002436,0,-2.46,1,10,1
abl1_decoy_002437,0,-2.62,1,10,1
abl1_decoy_002438,0,-2.61,1,10,1
abl1_decoy_002439,0,-2.18,1,10,1
abl1_decoy_002440,0,-2.24,1,10,1
abl1_decoy_002441,0,-2.81,1,10,1
abl1_decoy_002442,0,-3.27,1,10,1
abl1_decoy_002443,0,-1.82,1,10,1
abl1_decoy_002444,0,-1.81,1,10,1
abl1_decoy_002445,0,-2.13,1,10,1
abl1_decoy_002446,0,-2.21,1,10,1
abl1_decoy_002447,0,-2.64,1,10,1
abl1_decoy_002448,0,-2.36,1,10,1
abl1_decoy_002449,0,-2.76,1,10,1
abl1_decoy_002450,0,-2.59,1,10,1
abl1_decoy_002451,0,-1.76,1,10,1
abl1_decoy_002452,0,-2.15,1,10,1
abl1_decoy_002453,0,-1.56,1,10,1
abl1_decoy_002454,0,-1.72,1,10,1
abl1_decoy_002455,0,-1.95,1,10,1
abl1_decoy_002456,0,-2.49,1,10,1
abl1_decoy_002457,0,-2.16,1,10,1
abl1_decoy_002458,0,-2.36,1,10,1
abl1_decoy_002459,0,-1.4,1,10,1
abl1_decoy_002460,0,-2.44,1,10,1
abl1_decoy_002461,0,-1.35,1,10,1
abl1_decoy_002462,0,-2.68,1,10,1
abl1_decoy_002463,0,-1.28,1,10,1
abl1_decoy_002464,0,-1.53,1,10,1
abl1_decoy_002465,0,-2.41,1,10,1
abl1_decoy_002466,0,-2.07,1,10,1
abl1_decoy_002467,0,-2.22,1,10,1
abl1_decoy_002468,0,-1.73,1,10,1
abl1_decoy_002469,0,-2.04,1,10,1
abl1_decoy_002470,0,-2.01,1,10,1
abl1_decoy_002471,0,-2.88,1,10,1
abl1_decoy_002472,0,-1.76,1,10,1
abl1_decoy_002473,0,-1.6,1,10,1
abl1_decoy_002474,0,-1.59,1,10,1
abl1_decoy_002475,0,-1.8,1,10,1
abl1_decoy_002476,0,-1.82,1,10,1
abl1_decoy_002477,0,-2.04,1,10,1
abl1_decoy_002478,0,-2.86,1,10,1
abl1_decoy_002479,0,-2.42,1,10,1
abl1_decoy_002480,0,-4.06,1,10,1
abl1_decoy_002481,0,-2.68,1,10,1
abl1_decoy_002482,0,-2.72,1,10,1
abl1_decoy_002483,0,-3.47,1,10,1
abl1_decoy_002484,0,-3.01,1,10,1
abl1_decoy_002485,0,-3.3,1,10,1
abl1_decoy_002486,0,-3.67,1,10,1
abl1_decoy_002487,0,-3.5,1,10,1
abl1_decoy_002488,0,-1.77,1,10,1
abl1_decoy_002489,0,-1.19,1,10,1
abl1_decoy_002490,0,-1.9,1,10,1
abl1_decoy_002491,0,-1.82,1,10,1
abl1_decoy_002492,0,-2.58,1,10,1
abl1_decoy_002493,0,-2.19,1,10,1
abl1_decoy_002494,0,-2.43,1,10,1
abl1_decoy_002495,0,-1.49,1,10,1
abl1_decoy_002496,0,-2.22,1,10,1
abl1_decoy_002497,0,-1.76,1,10,1
abl1_decoy_002498,0,-1.27,1,10,1
abl1_decoy_002499,0,-2.84,1,10,1
abl1_decoy_002500,0,-2.47,1,10,1
abl1_decoy_002501,0,-1.66,1,10,1
abl1_decoy_002502,0,-3.09,1,10,1
abl1_decoy_002503,0,-2.08,1,10,1
abl1_decoy_002504,0,-1.59,1,10,1
abl1_decoy_002505,0,-2.17,1,10,1
abl1_decoy_002506,0,-1.7,1,10,1
abl1_decoy_002507,0,-2.52,1,10,1
abl1_decoy_002508,0,-2.66,1,10,1
abl1_decoy_002509,0,-1.1,1,10,1
abl1_decoy_002510,0,-2.18,1,10,1
abl1_decoy_002511,0,-3.0,1,10,1
abl1_decoy_002512,0,-1.21,1,10,1
abl1_decoy_002513,0,-1.78,1,10,1
abl1_decoy_002514,0,-1.25,1,10,1
abl1_decoy_002515,0,-3.16,1,10,1
abl1_decoy_002516,0,-2.12,1,10,1
abl1_decoy_002517,0,-0.83,1,10,1
abl1_decoy_002518,0,-2.42,1,10,1
abl1_decoy_002519,0,-2.0,1,10,1
abl1_decoy_002520,0,-2.61,1,10,1
abl1_decoy_002521,0,-1.98,1,10,1
abl1_decoy_002522,0,-1.4,1,10,1
abl1_decoy_002523,0,,0,0,
abl1_decoy_002524,0,-2.49,1,10,1
abl1_decoy_002525,0,-2.58,1,10,1
abl1_decoy_002526,0,-2.61,1,10,1
abl1_decoy_002527,0,-1.45,1,10,1
abl1_decoy_002528,0,-2.63,1,10,1
abl1_decoy_002529,0,-2.67,1,10,1
abl1_decoy_002530,0,-2.15,1,10,1
abl1_decoy_002531,0,-2.83,1,10,1
abl1_decoy_002532,0,-2.66,1,10,1
abl1_decoy_002533,0,-2.55,1,10,1
abl1_decoy_002534,0,-2.66,1,10,1
abl1_decoy_002535,0,-1.36,1,10,1
abl1_decoy_002536,0,-3.69,1,10,1
abl1_decoy_002537,0,-2.59,1,10,1
abl1_decoy_002538,0,-2.92,1,10,1
abl1_decoy_002539,0,-2.97,1,10,1
abl1_decoy_002540,0,-1.75,1,10,1
abl1_decoy_002541,0,-3.06,1,10,1
abl1_decoy_002542,0,-2.82,1,10,1
abl1_decoy_002543,0,-2.29,1,10,1
abl1_decoy_002544,0,-1.91,1,10,1
abl1_decoy_002545,0,-2.87,1,10,1
abl1_decoy_002546,0,-3.16,1,10,1
abl1_decoy_002547,0,-2.58,1,10,1
abl1_decoy_002548,0,-3.55,1,10,1
abl1_decoy_002549,0,-4.31,1,10,1
abl1_decoy_002550,0,-3.49,1,10,1
abl1_decoy_002551,0,-2.47,1,10,1
abl1_decoy_002552,0,-2.28,1,10,1
abl1_decoy_002553,0,-2.72,1,10,1
abl1_decoy_002554,0,-2.45,1,10,1
abl1_decoy_002555,0,-3.08,1,10,1
abl1_decoy_002556,0,-3.06,1,10,1
abl1_decoy_002557,0,-2.14,1,10,1
abl1_decoy_002558,0,-1.0,1,10,1
abl1_decoy_002559,0,-1.17,1,10,1
abl1_decoy_002560,0,-0.78,1,10,1
abl1_decoy_002561,0,-1.3,1,10,1
abl1_decoy_002562,0,-1.39,1,10,1
abl1_decoy_002563,0,-2.13,1,10,1
abl1_decoy_002564,0,-2.59,1,10,1
abl1_decoy_002565,0,-1.63,1,10,1
abl1_decoy_002566,0,-2.34,1,10,1
abl1_decoy_002567,0,-1.93,1,10,1
abl1_decoy_002568,0,-1.99,1,10,1
abl1_decoy_002569,0,-2.11,1,10,1
abl1_decoy_002570,0,-2.46,1,10,1
abl1_decoy_002571,0,-2.55,1,10,1
abl1_decoy_002572,0,-2.76,1,10,1
abl1_decoy_002573,0,-1.64,1,10,1
abl1_decoy_002574,0,-1.97,1,10,1
abl1_decoy_002575,0,-2.81,1,10,1
abl1_decoy_002576,0,-2.51,1,10,1
abl1_decoy_002577,0,-2.4,1,10,1
abl1_decoy_002578,0,-3.92,1,10,1
abl1_decoy_002579,0,-1.74,1,10,1
abl1_decoy_002580,0,-0.77,1,10,1
abl1_decoy_002581,0,-1.01,1,10,1
abl1_decoy_002582,0,-1.42,1,10,1
abl1_decoy_002583,0,-1.81,1,10,1
abl1_decoy_002584,0,-2.78,1,10,1
abl1_decoy_002585,0,-2.91,1,10,1
abl1_decoy_002586,0,-2.36,1,10,1
abl1_decoy_002587,0,-1.32,1,10,1
abl1_decoy_002588,0,-1.14,1,10,1
abl1_decoy_002589,0,-1.49,1,10,1
abl1_decoy_002590,0,-1.79,1,10,1
abl1_decoy_002591,0,-1.6,1,10,1
abl1_decoy_002592,0,-1.67,1,10,1
abl1_decoy_002593,0,-1.65,1,10,1
abl1_decoy_002594,0,-1.57,1,10,1
abl1_decoy_002595,0,-3.93,1,10,1
abl1_decoy_002596,0,-1.83,1,10,1
abl1_decoy_002597,0,-1.25,1,10,1
abl1_decoy_002598,0,-2.0,1,10,1
abl1_decoy_002599,0,-2.02,1,10,1
abl1_decoy_002600,0,-1.39,1,10,1
abl1_decoy_002601,0,-1.54,1,10,1
abl1_decoy_002602,0,-2.37,1,10,1
abl1_decoy_002603,0,-2.85,1,10,1
abl1_decoy_002604,0,-1.03,1,10,1
abl1_decoy_002605,0,-1.67,1,10,1
abl1_decoy_002606,0,-3.51,1,10,1
abl1_decoy_002607,0,-1.94,1,10,1
abl1_decoy_002608,0,-2.54,1,10,1
abl1_decoy_002609,0,-1.49,1,10,1
abl1_decoy_002610,0,-1.27,1,10,1
abl1_decoy_002611,0,-2.58,1,10,1
abl1_decoy_002612,0,-2.65,1,10,1
abl1_decoy_002613,0,-2.07,1,10,1
abl1_decoy_002614,0,-2.24,1,10,1
abl1_decoy_002615,0,-1.68,1,10,1
abl1_decoy_002616,0,-1.4,1,10,1
abl1_decoy_002617,0,-0.69,1,10,1
abl1_decoy_002618,0,-0.79,1,10,1
abl1_decoy_002619,0,-2.08,1,10,1
abl1_decoy_002620,0,-2.07,1,10,1
abl1_decoy_002621,0,-2.11,1,10,1
abl1_decoy_002622,0,-3.36,1,10,1
abl1_decoy_002623,0,-1.57,1,10,1
abl1_decoy_002624,0,-1.49,1,10,1
abl1_decoy_002625,0,-2.19,1,10,1
abl1_decoy_002626,0,-1.38,1,10,1
abl1_decoy_002627,0,-1.06,1,10,1
abl1_decoy_002628,0,-1.53,1,10,1
abl1_decoy_002629,0,-0.85,1,10,1
abl1_decoy_002630,0,-1.78,1,10,1
abl1_decoy_002631,0,-1.54,1,10,1
abl1_decoy_002632,0,-2.14,1,10,1
abl1_decoy_002633,0,-2.14,1,10,1
abl1_decoy_002634,0,-3.61,1,10,1
abl1_decoy_002635,0,-1.66,1,10,1
abl1_decoy_002636,0,-1.43,1,10,1
abl1_decoy_002637,0,-1.85,1,10,1
abl1_decoy_002638,0,-1.78,1,10,1
abl1_decoy_002639,0,-1.68,1,10,1
abl1_decoy_002640,0,-2.12,1,10,1
abl1_decoy_002641,0,-1.95,1,10,1
abl1_decoy_002642,0,-1.5,1,10,1
abl1_decoy_002643,0,-1.98,1,10,1
abl1_decoy_002644,0,-2.91,1,10,1
abl1_decoy_002645,0,-1.33,1,10,1
abl1_decoy_002646,0,-2.44,1,10,1
abl1_decoy_002647,0,-2.3,1,10,1
abl1_decoy_002648,0,-2.44,1,10,1
abl1_decoy_002649,0,-3.12,1,10,1
abl1_decoy_002650,0,-2.28,1,10,1
abl1_decoy_002651,0,-1.99,1,10,1
abl1_decoy_002652,0,-0.38,1,10,1
abl1_decoy_002653,0,-1.94,1,10,1
abl1_decoy_002654,0,-3.32,1,10,1
abl1_decoy_002655,0,-3.33,1,10,1
abl1_decoy_002656,0,-2.14,1,10,1
abl1_decoy_002657,0,-2.21,1,10,1
abl1_decoy_002658,0,-1.5,1,10,1
abl1_decoy_002659,0,-2.55,1,10,1
abl1_decoy_002660,0,-2.38,1,10,1
abl1_decoy_002661,0,-1.68,1,10,1
abl1_decoy_002662,0,-2.13,1,10,1
abl1_decoy_002663,0,-3.9,1,10,1
abl1_decoy_002664,0,-2.54,1,10,1
abl1_decoy_002665,0,-2.68,1,10,1
abl1_decoy_002666,0,-1.93,1,10,1
abl1_decoy_002667,0,-1.39,1,10,1
abl1_decoy_002668,0,-1.52,1,10,1
abl1_decoy_002669,0,-1.73,1,10,1
abl1_decoy_002670,0,-1.16,1,10,1
abl1_decoy_002671,0,-1.31,1,10,1
abl1_decoy_002672,0,-2.04,1,10,1
abl1_decoy_002673,0,-1.17,1,10,1
abl1_decoy_002674,0,-2.4,1,10,1
abl1_decoy_002675,0,-2.0,1,10,1
abl1_decoy_002676,0,-0.48,1,10,1
abl1_decoy_002677,0,-0.55,1,10,1
abl1_decoy_002678,0,-0.77,1,10,1
abl1_decoy_002679,0,-1.98,1,10,1
abl1_decoy_002680,0,-1.62,1,10,1
abl1_decoy_002681,0,-1.72,1,10,1
abl1_decoy_002682,0,-2.7,1,10,1
abl1_decoy_002683,0,-1.64,1,10,1
abl1_decoy_002684,0,-1.63,1,10,1
abl1_decoy_002685,0,-0.93,1,10,1
abl1_decoy_002686,0,-3.06,1,10,1
abl1_decoy_002687,0,-3.98,1,10,1
abl1_decoy_002688,0,-1.77,1,10,1
abl1_decoy_002689,0,-1.7,1,10,1
abl1_decoy_002690,0,-0.64,1,10,1
abl1_decoy_002691,0,-1.32,1,10,1
abl1_decoy_002692,0,-1.54,1,10,1
abl1_decoy_002693,0,-2.6,1,10,1
abl1_decoy_002694,0,-2.56,1,10,1
abl1_decoy_002695,0,-3.43,1,10,1
abl1_decoy_002696,0,-1.54,1,10,1
abl1_decoy_002697,0,-1.65,1,10,1
abl1_decoy_002698,0,-2.95,1,10,1
abl1_decoy_002699,0,-2.56,1,10,1
abl1_decoy_002700,0,-2.96,1,10,1
abl1_decoy_002701,0,-3.18,1,10,1
abl1_decoy_002702,0,-2.63,1,10,1
abl1_decoy_002703,0,-0.77,1,10,1
abl1_decoy_002704,0,,0,0,
abl1_decoy_002705,0,-1.84,1,10,1
abl1_decoy_002706,0,-1.45,1,10,1
abl1_decoy_002707,0,-0.97,1,10,1
abl1_decoy_002708,0,-1.15,1,10,1
abl1_decoy_002709,0,-1.21,1,10,1
abl1_decoy_002710,0,-1.46,1,10,1
abl1_decoy_002711,0,-1.45,1,10,1
abl1_decoy_002712,0,-0.76,1,10,1
abl1_decoy_002713,0,-3.04,1,10,1
abl1_decoy_002714,0,-2.79,1,10,1
abl1_decoy_002715,0,-2.53,1,10,1
abl1_decoy_002716,0,-2.76,1,10,1
abl1_decoy_002717,0,-2.73,1,10,1
abl1_decoy_002718,0,-1.21,1,10,1
abl1_decoy_002719,0,0.02,1,10,1
abl1_decoy_002720,0,-1.11,1,10,1
abl1_decoy_002721,0,-0.34,1,10,1
abl1_decoy_002722,0,-0.56,1,10,1
abl1_decoy_002723,0,-2.02,1,10,1
abl1_decoy_002724,0,-2.55,1,10,1
abl1_decoy_002725,0,-2.53,1,10,1
abl1_decoy_002726,0,-0.14,1,10,1
abl1_decoy_002727,0,-1.45,1,10,1
abl1_decoy_002728,0,-1.14,1,10,1
abl1_decoy_002729,0,-2.21,1,10,1
abl1_decoy_002730,0,-1.95,1,10,1
abl1_decoy_002731,0,-2.57,1,10,1
abl1_decoy_002732,0,-2.21,1,10,1
abl1_decoy_002733,0,-2.56,1,10,1
abl1_decoy_002734,0,-2.04,1,10,1
abl1_decoy_002735,0,-1.55,1,10,1
abl1_decoy_002736,0,-2.04,1,10,1
abl1_decoy_002737,0,-2.35,1,10,1
abl1_decoy_002738,0,-2.1,1,10,1
abl1_decoy_002739,0,-1.78,1,10,1
abl1_decoy_002740,0,-2.14,1,10,1
abl1_decoy_002741,0,-1.86,1,10,1
abl1_decoy_002742,0,-1.65,1,10,1
abl1_decoy_002743,0,-1.57,1,10,1
abl1_decoy_002744,0,-0.51,1,10,1
abl1_decoy_002745,0,-2.26,1,10,1
abl1_decoy_002746,0,-2.33,1,10,1
abl1_decoy_002747,0,-3.18,1,10,1
abl1_decoy_002748,0,-3.46,1,10,1
abl1_decoy_002749,0,-1.93,1,10,1
abl1_decoy_002750,0,-0.84,1,10,1
abl1_decoy_002751,0,-2.29,1,10,1
abl1_decoy_002752,0,-1.33,1,10,1
abl1_decoy_002753,0,-1.47,1,10,1
abl1_decoy_002754,0,-2.71,1,10,1
abl1_decoy_002755,0,-2.56,1,10,1
abl1_decoy_002756,0,-1.34,1,10,1
abl1_decoy_002757,0,-1.56,1,10,1
abl1_decoy_002758,0,-3.33,1,10,1
abl1_decoy_002759,0,-2.66,1,10,1
abl1_decoy_002760,0,-1.9,1,10,1
abl1_decoy_002761,0,-1.37,1,10,1
abl1_decoy_002762,0,-1.66,1,10,1
abl1_decoy_002763,0,-1.91,1,10,1
abl1_decoy_002764,0,-1.32,1,10,1
abl1_decoy_002765,0,-2.27,1,10,1
abl1_decoy_002766,0,-2.07,1,10,1
abl1_decoy_002767,0,-2.03,1,10,1
abl1_decoy_002768,0,-0.82,1,10,1
abl1_decoy_002769,0,-1.73,1,10,1
abl1_decoy_002770,0,-1.71,1,10,1
abl1_decoy_002771,0,-1.39,1,10,1
abl1_decoy_002772,0,-1.4,1,10,1
abl1_decoy_002773,0,-2.87,1,10,1
abl1_decoy_002774,0,-3.07,1,10,1
abl1_decoy_002775,0,-2.11,1,10,1
abl1_decoy_002776,0,-0.78,1,10,1
abl1_decoy_002777,0,-1.41,1,10,1
abl1_decoy_002778,0,-2.19,1,10,1
abl1_decoy_002779,0,-2.77,1,10,1
abl1_decoy_002780,0,-0.53,1,10,1
abl1_decoy_002781,0,-1.63,1,10,1
abl1_decoy_002782,0,-1.07,1,10,1
abl1_decoy_002783,0,-1.87,1,10,1
abl1_decoy_002784,0,-0.64,1,10,1
abl1_decoy_002785,0,-2.29,1,10,1
abl1_decoy_002786,0,-1.69,1,10,1
abl1_decoy_002787,0,-1.82,1,10,1
abl1_decoy_002788,0,-2.33,1,10,1
abl1_decoy_002789,0,-2.66,1,10,1
abl1_decoy_002790,0,-1.36,1,10,1
abl1_decoy_002791,0,-1.95,1,10,1
abl1_decoy_002792,0,-1.11,1,10,1
abl1_decoy_002793,0,-2.33,1,10,1
abl1_decoy_002794,0,-2.1,1,10,1
abl1_decoy_002795,0,-1.36,1,10,1
abl1_decoy_002796,0,-2.04,1,10,1
abl1_decoy_002797,0,-2.13,1,10,1
abl1_decoy_002798,0,-2.01,1,10,1
abl1_decoy_002799,0,-1.87,1,10,1
abl1_decoy_002800,0,-1.55,1,10,1
abl1_decoy_002801,0,-0.65,1,10,1
abl1_decoy_002802,0,-1.55,1,10,1
abl1_decoy_002803,0,-1.94,1,10,1
abl1_decoy_002804,0,-0.95,1,10,1
abl1_decoy_002805,0,-1.49,1,10,1
abl1_decoy_002806,0,-1.7,1,10,1
abl1_decoy_002807,0,-1.47,1,10,1
abl1_decoy_002808,0,-2.29,1,10,1
abl1_decoy_002809,0,,0,0,
abl1_decoy_002810,0,-1.4,1,10,1
abl1_decoy_002811,0,-2.55,1,10,1
abl1_decoy_002812,0,-0.6,1,10,1
abl1_decoy_002813,0,-2.7,1,10,1
abl1_decoy_002814,0,-1.32,1,10,1
abl1_decoy_002815,0,-1.94,1,10,1
abl1_decoy_002816,0,-1.67,1,10,1
abl1_decoy_002817,0,-1.95,1,10,1
abl1_decoy_002818,0,-1.74,1,10,1
abl1_decoy_002819,0,-1.12,1,10,1
abl1_decoy_002820,0,-2.44,1,10,1
abl1_decoy_002821,0,-1.94,1,10,1
abl1_decoy_002822,0,-1.72,1,10,1
abl1_decoy_002823,0,-0.74,1,10,1
abl1_decoy_002824,0,-1.38,1,10,1
abl1_decoy_002825,0,-1.7,1,10,1
abl1_decoy_002826,0,-0.92,1,10,1
abl1_decoy_002827,0,-0.05,1,10,1
abl1_decoy_002828,0,-1.63,1,10,1
abl1_decoy_002829,0,-1.74,1,10,1
abl1_decoy_002830,0,-1.22,1,10,1
abl1_decoy_002831,0,-1.91,1,10,1
abl1_decoy_002832,0,-0.48,1,10,1
abl1_decoy_002833,0,-2.31,1,10,1
abl1_decoy_002834,0,-2.13,1,10,1
abl1_decoy_002835,0,-2.1,1,10,1
abl1_decoy_002836,0,-0.31,1,10,1
abl1_decoy_002837,0,-1.59,1,10,1
abl1_decoy_002838,0,-0.85,1,10,1
abl1_decoy_002839,0,-1.47,1,10,1
