complex_name,protein_path,protein_sequence,ligand_description
wee1_decoy_001011,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(S(=O)(=O)C2=C([O-])C(=O)N(c3c([H])c([H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c3[H])[C@]2([H])c2c([H])c([H])c(SC([H])([H])[H])c([H])c2[H])c([H])c1[H]
wee1_decoy_001012,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(N2C(=O)C([O-])=C(S(=O)(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])[C@]2([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c([H])c1Br
wee1_decoy_001013,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([C@]2([H])C(S(=O)(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])=C([O-])C(=O)N2c2c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C(=O)OC([H])([H])[H]
wee1_decoy_001014,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(Oc2c([H])c([H])c(N([H])C(=O)O[C@]3([H])C([H])([H])O[C@@]4([H])[C@]3([H])OC([H])([H])[C@]4([H])N([H])C(=O)c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])c([H])c2[H])c([H])c1[H]
wee1_decoy_001015,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(S(=O)(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])Sc1nc2c([H])c3c(c([H])c2c([H])c1C([H])([H])[H])OC([H])([H])C([H])([H])O3
wee1_decoy_001016,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]C(=N\N([H])C(=O)c1c([H])c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(Br)c([H])c2[H])c([H])c1[H])/C([H])=C(\[H])c1c([H])c([H])c([H])c([H])c1[N+](=O)[O-]
wee1_decoy_001017,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]O[C@@]1([H])[C@]([H])([C@@]([H])(C(=O)N(C([H])([H])[H])C([H])([H])C([H])=C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C([H])([H])c3sc(N([H])S(=O)(=O)c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])nc3[C@@]([H])(C([H])([H])[H])[C@@]21[H]
wee1_decoy_001018,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]O[C@@]1([H])[C@]([H])([C@@]([H])(C(=O)N(C([H])([H])[H])C([H])([H])C([H])=C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])c3sc(N([H])S(=O)(=O)c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])nc3[C@@]([H])(C([H])([H])[H])[C@@]21[H]
wee1_decoy_001019,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]C([H])=C1N([H])c2c([H])c([H])c([H])c([H])c2N=C(N([H])C(=O)C2([H])C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(Cl)c([H])c3[H])C([H])([H])C2([H])[H])[C@@]1([H])C(=O)OC([H])([H])C([H])([H])[H]
wee1_decoy_001020,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1oc([C@@]2([H])N([H])c3c(Br)c(C(=O)N([H])c4sc5c(c4C#N)C([H])([H])C([H])([H])C([H])([H])C5([H])[H])nn3[C@@]([H])(C(F)(F)F)C2([H])[H])c([H])c1[H]
wee1_decoy_001021,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n2c(S[C@@]([H])(C(=O)N([H])c3sc4c(c3C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])[H])nnc2n([H])c1=O
wee1_decoy_001022,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]O[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N/OC([H])([H])C(=O)N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])c5c([H])c([H])c([H])c([H])c5[H])C([H])=C([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H]
wee1_decoy_001023,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])c2c([H])c([H])c(C(=O)N([H])c3sc4c(c3C(=O)N([H])C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])N(C(=O)OC([H])([H])[H])C4([H])[H])c([H])c2[H])c([H])c1[H]
wee1_decoy_001024,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]/C(=C1/SC(N2C([H])([H])C([H])([H])C([H])(C(=O)N([H])[H])C([H])([H])C2([H])[H])=NC1=O)c1c(-c2c([H])c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c(C([H])([H])[H])c2[H])nn(-c2c([H])c([H])c([H])c([H])c2[H])c1[H]
wee1_decoy_001025,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]Oc1c([H])c([H])c([C@]([H])(C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])N(C(=O)c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)c2c([H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c([H])c1OC([H])([H])[H]
wee1_decoy_001026,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(C2(C(=O)OC([H])([H])C(=O)N([H])c3c([H])c([H])c(S(=O)(=O)/N=C4/N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1Cl
wee1_decoy_001027,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(N([H])C(=O)[C@]2([H])N(S(=O)(=O)c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])C([H])([H])C([H])([H])C2([H])[H])c(C(=O)N([H])c2c([H])c([H])c(F)c([H])c2[H])c1[H]
wee1_decoy_001028,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(N2C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])C(=O)C23C([H])([H])C([H])([H])N(C(=O)N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C3([H])[H])c([H])c1[H]
wee1_decoy_001029,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([C@]2([H])C(C(=O)N([H])c3sc4c(c3C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])=C(C([H])([H])[H])N([H])C3=C2C(=O)C([H])([H])C([H])([H])C3([H])[H])c([H])c2c1OC([H])([H])O2
wee1_decoy_001030,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])N(c1nc(SC([H])([H])[H])nc2c1sc1nc(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c3c(c12)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])OC3([H])[H])C([H])([H])[C@]([H])(O[H])C([H])([H])[H]
wee1_decoy_001031,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]C1=C([H])[C@]2([H])c3c([H])c(S(=O)(=O)N([H])c4c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c4[H])c([H])c([H])c3N([H])[C@]([H])(c3c([H])c([H])c(OC(=O)C([H])([H])[H])c(OC([H])([H])[H])c3[H])[C@]2([H])C1([H])[H]
wee1_decoy_001032,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)[C@@]([H])(Oc2c(Br)c([H])c([H])c3c(C(=O)OC([H])([H])C([H])([H])[H])c(N([H])C(=O)C([H])([H])[H])sc23)C([H])([H])[H])c1[H]
wee1_decoy_001033,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]C1=C([H])[C@@]2([H])O[C@]13[C@@]([H])(C(=O)N(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@]3([H])C(=O)N([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H])[C@@]2([H])C(=O)N([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H]
wee1_decoy_001034,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]C1=C(/C([H])=C(\[O-])N([H])[C@]2([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])N2C(=NC(C([H])([H])[H])=C(C(=O)OC([H])([H])[H])[C@]2([H])c2c([H])sc([H])c2[H])S1
wee1_decoy_001035,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(N2C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C(=O)C23C([H])([H])C([H])([H])N(C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C([H])([H])C3([H])[H])c([H])c1[H]
wee1_decoy_001036,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]C([H])=C([H])C([H])([H])N(C(=O)c1c([H])c([H])c([H])c([H])c1F)C([H])([H])C(=O)N([H])c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C(=O)N([H])c3c([H])c([H])c([H])c(C([H])([H])[H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H]
wee1_decoy_001037,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1sc(C(=O)N([H])c2c([H])c([H])c(N3C([H])([H])C([H])([H])N(C(=O)N([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])c(C(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H]
wee1_decoy_001038,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C@@]2([H])N(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C(=O)O[C@]2([H])c2c([H])c([H])c([H])c(N([H])C(=O)c3c([H])c([H])c(F)c([H])c3[H])c2[H])c([H])c1[H]
wee1_decoy_001039,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1sc(C(=O)N([H])c2c([H])c([H])c([H])c([C@]3([H])OC(=O)N(C([H])([H])c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])[C@]3([H])C(=O)N([H])C([H])([H])[C@@]3([H])OC([H])([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H]
wee1_decoy_001040,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]C#C[C@@]1(O[H])C([H])([H])C([H])([H])[C@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])/C(=N\OC([H])([H])C(=O)N([H])[C@]([H])(C(=O)OC([H])([H])[H])c5c([H])c([H])c([H])c([H])c5[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]21C([H])([H])[H]
wee1_decoy_001041,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(N([H])C(=O)N2C([H])([H])C([H])([H])N(c3c([H])c([H])c(N([H])C(=O)C([H])([H])N(C(=O)c4c([H])c([H])c(F)c([H])c4[H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c(C([H])([H])[H])c1[H]
wee1_decoy_001042,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(C(=O)N([H])c2c([H])c([H])c(N3C([H])([H])C([H])([H])N(C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])c(C(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2[H])c([H])c([H])c1Cl
wee1_decoy_001043,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]C1=C([H])[C@@]2([H])O[C@]13[C@@]([H])(C(=O)N(C([H])([H])C([H])([H])OC([H])([H])[H])[C@]3([H])C(=O)N([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H])[C@@]2([H])C(=O)N([H])c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
wee1_decoy_001044,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]/C(=C(/C(=O)N([H])[C@@]1([H])C([H])([H])C([H])([H])S(=O)(=O)C1([H])[H])N([H])C(=O)c1c([H])c([H])c(Cl)c([H])c1[H])c1oc(-c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H]
wee1_decoy_001045,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])Sc2nnc(C([H])([H])N([H])C(=O)[C@]34C([H])([H])[C@@]5([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C5([H])[H])C3([H])[H])C4([H])[H])n2-c2c([H])c([H])c(F)c([H])c2[H])c([H])c1[H]
wee1_decoy_001046,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(N([H])C(=O)C(=O)N([H])C([H])([H])[C@]([H])(c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])N2C([H])([H])C([H])([H])N(c3c([H])c([H])c(F)c([H])c3[H])C([H])([H])C2([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H]
wee1_decoy_001047,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])[H])c(OC([H])([H])C(=O)N([H])c2sc3c(c2C(=O)N([H])[C@@]2([H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C3([H])[H])c1[H]
wee1_decoy_001048,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]/C(C(=O)N([H])c1sc2c(c1C(=O)N([H])[C@]1([H])C([H])([H])C([H])([H])S(=O)(=O)C1([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])=C(/[H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H]
wee1_decoy_001049,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c(OC([H])([H])C(=O)N([H])c2sc3c(c2C(=O)N([H])[C@]2([H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C3([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
wee1_decoy_001050,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(C(=O)N([H])c2sc3c(c2C(=O)N([H])[C@@]2([H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C3([H])[H])c1[H]
wee1_decoy_001051,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C([H])([H])n2nc(C([H])([H])[H])c(N([H])C(=S)N([H])c3c([H])c([H])c(S(=O)(=O)N4[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]4([H])C([H])([H])[H])c([H])c3[H])c2C([H])([H])[H])c(F)c1[H]
wee1_decoy_001052,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(C([H])([H])C([H])([H])C(=O)N([H])c2sc3c(c2C(=O)N([H])[C@]2([H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C3([H])[H])oc1-c1c([H])c([H])c([H])c([H])c1[H]
wee1_decoy_001053,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(N([H])C(=O)c2c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c(N([H])C(=O)[C@@]2([H])Oc3c([H])c([H])c(C([H])([H])[H])c([H])c3N(S(=O)(=O)C([H])([H])[H])C2([H])[H])c1[H]
wee1_decoy_001054,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C3([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H]
wee1_decoy_001055,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([C@]2([H])N([H])c3c([H])c(C(=O)N([H])c4sc(C([H])([H])[H])c(C([H])([H])C([H])([H])[H])c4C(=O)OC([H])([H])[H])nn3[C@]([H])(C(F)(F)F)C2([H])[H])c([H])c([H])c1OC([H])([H])[H]
wee1_decoy_001056,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c([C@]2([H])C(C#N)=C(N([H])[H])OC(C([H])([H])Sc3nc(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c3C#N)=C2C(=O)OC([H])([H])C([H])([H])[H])c(Br)c1[H]
wee1_decoy_001057,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])[C@]([H])(C(=O)N(c1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c1[H])[C@]([H])(C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])O2
wee1_decoy_001058,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([C@]2([H])C(C#N)=C(N([H])[H])N(c3sc4c(c3C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C3=C2C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C3([H])[H])c([H])c(OC([H])([H])[H])c1OC([H])([H])[H]
wee1_decoy_001059,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]C1=C([H])[C@]2([H])c3c([H])c(S(=O)(=O)N([H])c4c([H])c(OC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])c([H])c([H])c3N([H])[C@]([H])(c3c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])[C@]2([H])C1([H])[H]
wee1_decoy_001060,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(C(=O)N([H])N2C(=S)N(c3c([H])c([H])c(F)c([H])c3[H])C(=O)[C@]2([H])C([H])([H])C(=O)N([H])c2c([H])c([H])c(C(=O)OC([H])([H])[H])c([H])c2[H])c([H])c1[H]
wee1_decoy_001061,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(-c2nc3c([H])c(N([H])C(=S)N([H])C(=O)c4c([H])c([H])c(N5C([H])([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])c([N+](=O)[O-])c4[H])c([H])c([H])c3o2)c(F)c1[H]
wee1_decoy_001062,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c(C([H])([H])[H])nc(/N=C(\N([H])C(=S)N([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])N2C([H])([H])C([H])([H])N(c3c([H])c(Cl)c([H])c([H])c3C([H])([H])[H])C([H])([H])C2([H])[H])nc1C([H])([H])[H]
wee1_decoy_001063,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([C@@]2([H])N([H])c3c([H])c(C(=O)N([H])c4sc(C([H])([H])[H])c(C([H])([H])C([H])([H])[H])c4C(=O)OC([H])([H])[H])nn3[C@]([H])(C(F)(F)F)C2([H])[H])c([H])c([H])c1OC([H])([H])[H]
wee1_decoy_001064,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1C(=O)N([H])c1sc2c(c1C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C([H])([H])[H])C2([H])[H]
wee1_decoy_001065,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c([H])c(N(C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(C(=O)N([H])c3sc4c(c3C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C4([H])[H])c([H])c2[H])c([H])c1[H]
wee1_decoy_001066,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]C([H])=C([H])C([H])([H])N(C([H])([H])C([H])=C([H])[H])S(=O)(=O)c1c([H])c([H])c(C(=O)N([H])c2sc3c(c2C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C3([H])[H])c([H])c1[H]
wee1_decoy_001067,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2c1OC([H])([H])C(=O)N2C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[N@+]([H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
wee1_decoy_001068,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c(C([H])([H])[H])noc1C([H])([H])N(C(=O)C([H])([H])Oc1c([H])c([H])c(-c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)c([H])c1C([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])c1nonc1C([H])([H])[H])C([H])([H])[H]
wee1_decoy_001069,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1nc(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c3c([H])c(-c4sc([H])c([H])c4[H])c([H])c([H])c3OC([H])([H])C(=O)N([H])c3c([H])c([H])c4c(c3[H])C([H])([H])OC4([H])[H])C([H])([H])C2([H])[H])nc([H])c1[H]
wee1_decoy_001070,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/wee1/receptor.pdb,SEQUENCE_PLACEHOLDER,[H]c1c([H])c(N2C([H])([H])C([H])([H])N(C(=O)[C@]3([H])C([H])([H])[C@@]([H])(n4nnc(C(=O)OC([H])([H])[H])c4[H])C([H])([H])[N@@+]3([H])C([H])([H])c3c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c([H])c1F
